,dates,home_vs_away,venue,competition,final_score,goal_events,card_events
42,Op zaterdag 11 februari,Speelde FC Emmen thuis tegen Fortuna Sittard,in De Oude Meerdijk,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Fortuna Sittard wint uit met 0-1 van FC Emmen,O. Özyakup scoorde voor Fortuna Sittard in de 2e helft in minuut 76,"K. Veendorp van Emmen kreeg in de 1e helft in minuut 36 een gele kaart, Iñigo Córdoba van Fortuna Sittard kreeg in de 2e helft in minuut 59 een gele kaart"
43,Op zaterdag 11 februari,Speelde N.E.C. thuis tegen SC Cambuur Leeuwarden,in Goffertstadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",N.E.C. en SC Cambuur Leeuwarden hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,"L. Bergsma van Cambuur kreeg in de 1e helft in minuut 30 een gele kaart, O. Tannane van NEC kreeg in de 1e helft in minuut 41 een gele kaart, N. Foor van Cambuur kreeg in de 1e helft in minuut 48 een gele kaart, A. Bangura van Cambuur kreeg in de 2e helft in minuut 79 een gele kaart, P. Sandler van NEC kreeg in de 2e helft in minuut 87 een gele kaart, V. Pichel van Cambuur kreeg in de 2e helft in minuut 93 een gele kaart"
44,Op vrijdag 10 februari,Speelde AZ thuis tegen Excelsior,in AFAS Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",AZ wint thuis met 5-0 van Excelsior,"S. Mijnans scoorde voor AZ in de 1e helft in minuut 20, J. Karlsson scoorde voor AZ in de 1e helft in minuut 27, S. Mijnans scoorde voor AZ in de 1e helft in minuut 30, J. Odgaard scoorde voor AZ in de 1e helft in minuut 35, V. Pavlidis scoorde voor AZ in de 1e helft in minuut 38",M. Azarkan van Excelsior kreeg in de 1e helft in minuut 14 een gele kaart
45,Op zondag 5 februari,Speelde SC Cambuur Leeuwarden thuis tegen Ajax,in Cambuur Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Ajax wint uit met 0-5 van SC Cambuur Leeuwarden,"D. Tadić scoorde voor Ajax in de 1e helft in minuut 16, S. Berghuis scoorde voor Ajax in de 1e helft in minuut 36, S. Berghuis scoorde voor Ajax in de 2e helft in minuut 64, B. Brobbey scoorde voor Ajax in de 2e helft in minuut 79, B. Brobbey scoorde voor Ajax in de 2e helft in minuut 93","O. Wijndal van Ajax kreeg in de 2e helft in minuut 59 een gele kaart, M. Breij van Cambuur kreeg in de 2e helft in minuut 60 een gele kaart, R. Balk van Cambuur kreeg in de 2e helft in minuut 68 een gele kaart, A. Bangura van Cambuur kreeg in de 2e helft in minuut 71 een gele kaart"
46,Op zondag 5 februari,Speelde FC Groningen thuis tegen FC Twente,in Euroborg,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Groningen en FC Twente hebben gelijk gespeeld met 1-1,"S. Steijn scoorde voor Twente in de 1e helft in minuut 5, O. Antman scoorde voor Groningen in de 2e helft in minuut 69",S. Steijn van Twente kreeg in de 1e helft in minuut 31 een gele kaart
47,Op zondag 5 februari,Speelde Feyenoord thuis tegen PSV,in Stadion Feijenoord,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Feyenoord en PSV hebben gelijk gespeeld met 2-2,"A. El Ghazi scoorde voor PSV in de 1e helft in minuut 8, T. Hazard scoorde voor PSV in de 2e helft in minuut 68, A. Jahanbakhsh scoorde voor Feyenoord in de 2e helft in minuut 81, A. Jahanbakhsh scoorde voor Feyenoord in de 2e helft in minuut 96",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
48,Op zondag 5 februari,Speelde Go Ahead Eagles thuis tegen N.E.C.,in De Adelaarshorst,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Go Ahead Eagles wint thuis met 1-0 van N.E.C.,F. Stokkers scoorde voor Go Ahead Eagles in de 1e helft in minuut 35,"D. Proper van NEC kreeg in de 2e helft in minuut 49 een gele kaart, C. Verdonk van NEC kreeg in de 2e helft in minuut 64 een gele kaart, I. Bronkhorst van NEC kreeg in de 2e helft in minuut 77 een gele kaart, S. El Karouani van NEC kreeg in de 2e helft in minuut 89 een gele kaart"
49,Op zaterdag 4 februari,Speelde FC Emmen thuis tegen Vitesse,in De Oude Meerdijk,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Emmen en Vitesse hebben gelijk gespeeld met 2-2,"M. Manhoef scoorde voor Vitesse in de 1e helft in minuut 33, C. Arcus scoorde voor Vitesse in de 1e helft in minuut 38, J. Assehnoun scoorde voor Emmen in de 1e helft in minuut 43, D. Oroz scoorde voor Vitesse in de 2e helft in minuut 87","D. Pröpper van Vitesse kreeg in de 2e helft in minuut 59 een gele kaart, K. Kozłowski van Vitesse kreeg in de 2e helft in minuut 59 een gele kaart, M. Wittek van Vitesse kreeg in de 2e helft in minuut 68 een gele kaart, M. Bero van Vitesse kreeg in de 2e helft in minuut 68 een gele kaart, M. te Wierik van Emmen kreeg in de 2e helft in minuut 76 een gele kaart"
50,Op zaterdag 4 februari,Speelde Excelsior thuis tegen RKC Waalwijk,in Van Donge & De Roo Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Excelsior en RKC Waalwijk hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,"M. Seuntjens van RKC Waalwijk kreeg in de 1e helft in minuut 40 een gele kaart, E. Vaessen van RKC Waalwijk kreeg in de 2e helft in minuut 90 een gele kaart, S. Horemans van Excelsior kreeg in de 2e helft in minuut 93 een gele kaart"
51,Op zaterdag 4 februari,Speelde FC Utrecht thuis tegen sc Heerenveen,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Utrecht wint thuis met 1-0 van sc Heerenveen,T. Douvikas scoorde voor Utrecht in de 2e helft in minuut 69,"P. Bochniewicz van Heerenveen kreeg in de 2e helft in minuut 66 een gele kaart, J. Toornstra van Utrecht kreeg in de 2e helft in minuut 84 een gele kaart, S. van Ottele van Heerenveen kreeg in de 2e helft in minuut 86 een gele kaart"
52,Op zaterdag 4 februari,Speelde FC Volendam thuis tegen AZ,in Kras Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Volendam en AZ hebben gelijk gespeeld met 1-1,"X. Mbuyamba scoorde voor Volendam in de 2e helft in minuut 62, J. Odgaard scoorde voor AZ in de 2e helft in minuut 83","T. Reijnders van AZ kreeg in de 1e helft in minuut 26 een gele kaart, R. Mühren van Volendam kreeg in de 1e helft in minuut 36 een gele kaart, Y. Sugawara van AZ kreeg in de 2e helft in minuut 61 een gele kaart, G. Oristanio van Volendam kreeg in de 2e helft in minuut 76 een rode kaart, V. Pavlidis van AZ kreeg in de 2e helft in minuut 90 een gele kaart"
53,Op vrijdag 3 februari,Speelde Fortuna Sittard thuis tegen Sparta Rotterdam,in Fortuna Sittard Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Fortuna Sittard en Sparta Rotterdam hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,Beide partijen hebben geen kaarten gekregen van de scheidsrechter
54,Op zondag 29 januari,Speelde Excelsior thuis tegen Ajax,in Van Donge & De Roo Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Ajax wint uit met 1-4 van Excelsior,"D. Tadić scoorde voor Ajax in de 1e helft in minuut 15, R. El Yaakoubi scoorde voor Excelsior in de 1e helft in minuut 36, D. Klaassen scoorde voor Ajax in de 1e helft in minuut 45, M. Kudus scoorde voor Ajax in de 2e helft in minuut 61, D. Rensch scoorde voor Ajax in de 2e helft in minuut 83","E. Álvarez van Ajax kreeg in de 2e helft in minuut 58 een gele kaart, C. Driouech van Excelsior kreeg in de 2e helft in minuut 59 een gele kaart"
55,Op woensdag 1 februari,Speelde RKC Waalwijk thuis tegen Go Ahead Eagles,in Mandemakers Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",RKC Waalwijk wint thuis met 3-1 van Go Ahead Eagles,"M. Seuntjens scoorde voor RKC Waalwijk in de 1e helft in minuut 24, José Fontán scoorde voor Go Ahead Eagles in de 1e helft in minuut 46, M. Kramer scoorde voor RKC Waalwijk in de 2e helft in minuut 71, Y. Oukili scoorde voor RKC Waalwijk in de 2e helft in minuut 78","P. Clement van RKC Waalwijk kreeg in de 1e helft in minuut 41 een gele kaart, J. Lelieveld van RKC Waalwijk kreeg in de 2e helft in minuut 47 een gele kaart, J. Amofa van Go Ahead Eagles kreeg in de 2e helft in minuut 55 een gele kaart, José Fontán van Go Ahead Eagles kreeg in de 2e helft in minuut 68 een gele kaart"
56,Op zondag 29 januari,Speelde SC Cambuur Leeuwarden thuis tegen Fortuna Sittard,in Cambuur Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Fortuna Sittard wint uit met 1-2 van SC Cambuur Leeuwarden,"M. Hoedemakers scoorde voor Cambuur in de 1e helft in minuut 31, B. Yılmaz scoorde voor Fortuna Sittard in de 2e helft in minuut 75, Iñigo Córdoba scoorde voor Fortuna Sittard in de 2e helft in minuut 84","L. Bergsma van Cambuur kreeg in de 1e helft in minuut 16 een gele kaart, R. Uldriķis van Cambuur kreeg in de 1e helft in minuut 43 een gele kaart, B. Yılmaz van Fortuna Sittard kreeg in de 1e helft in minuut 45 een gele kaart, G. Cox van Fortuna Sittard kreeg in de 2e helft in minuut 64 een gele kaart, D. Siovas van Fortuna Sittard kreeg in de 2e helft in minuut 72 een gele kaart, T. Buitink van Fortuna Sittard kreeg in de 2e helft in minuut 83 een gele kaart"
57,Op zondag 29 januari,Speelde FC Volendam thuis tegen FC Groningen,in Kras Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Volendam wint thuis met 3-2 van FC Groningen,"G. Oristanio scoorde voor Volendam in de 1e helft in minuut 21, J. Hove scoorde voor Groningen in de 2e helft in minuut 50, C. Twigt scoorde voor Volendam in de 2e helft in minuut 55, R. Pepi scoorde voor Groningen in de 2e helft in minuut 73, R. Mühren scoorde voor Volendam in de 2e helft in minuut 78",I. Määttä van Groningen kreeg in de 2e helft in minuut 70 een gele kaart
58,Op zondag 29 januari,Speelde FC Twente thuis tegen Feyenoord,in De Grolsch Veste,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Twente en Feyenoord hebben gelijk gespeeld met 1-1,"S. Giménez scoorde voor Feyenoord in de 1e helft in minuut 30, J. Brenet scoorde voor Twente in de 2e helft in minuut 68","J. Bijlow van Feyenoord kreeg in de 1e helft in minuut 38 een gele kaart, R. Pröpper van Twente kreeg in de 2e helft in minuut 66 een gele kaart, Q. Hartman van Feyenoord kreeg in de 2e helft in minuut 75 een gele kaart, R. Zerrouki van Twente kreeg in de 2e helft in minuut 81 een gele kaart"
59,Op zaterdag 28 januari,Speelde AZ thuis tegen FC Utrecht,in AFAS Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",AZ en FC Utrecht hebben gelijk gespeeld met 5-5,"T. Douvikas scoorde voor Utrecht in de 1e helft in minuut 12, T. Douvikas scoorde voor Utrecht in de 1e helft in minuut 16, M. Dekker scoorde voor AZ in de 1e helft in minuut 20, V. Pavlidis scoorde voor AZ in de 1e helft in minuut 30, V. Pavlidis scoorde voor AZ in de 1e helft in minuut 34, N. Viergever scoorde voor Utrecht in de 1e helft in minuut 41, T. Douvikas scoorde voor Utrecht in de 2e helft in minuut 65, M. de Wit scoorde voor AZ in de 2e helft in minuut 70, V. Pavlidis scoorde voor AZ in de 2e helft in minuut 78, S. van de Streek scoorde voor Utrecht in de 2e helft in minuut 80",N. Viergever van Utrecht kreeg in de 2e helft in minuut 92 een gele kaart
60,Op zaterdag 28 januari,Speelde N.E.C. thuis tegen Sparta Rotterdam,in Goffertstadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",N.E.C. en Sparta Rotterdam hebben gelijk gespeeld met 1-1,"A. Verschueren scoorde voor Sparta Rotterdam in de 2e helft in minuut 58, Pedro Marques scoorde voor NEC in de 2e helft in minuut 80","M. Eerdhuijzen van Sparta Rotterdam kreeg in de 2e helft in minuut 56 een gele kaart, Iván Márquez van NEC kreeg in de 2e helft in minuut 76 een gele kaart, J. Kitolano van Sparta Rotterdam kreeg in de 2e helft in minuut 84 een gele kaart"
61,Op zaterdag 28 januari,Speelde sc Heerenveen thuis tegen Vitesse,in Abe Lenstra Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Vitesse wint uit met 1-3 van sc Heerenveen,"P. van Amersfoort scoorde voor Heerenveen in de 1e helft in minuut 21, B. Białek scoorde voor Vitesse in de 1e helft in minuut 32, G. Vidović scoorde voor Vitesse in de 1e helft in minuut 45, M. Manhoef scoorde voor Vitesse in de 2e helft in minuut 47",T. Halilović van Heerenveen kreeg in de 2e helft in minuut 88 een gele kaart
62,Op zaterdag 28 januari,Speelde RKC Waalwijk thuis tegen FC Emmen,in Mandemakers Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",RKC Waalwijk wint thuis met 2-0 van FC Emmen,"M. Kramer scoorde voor RKC Waalwijk in de 1e helft in minuut 3, J. Lelieveld scoorde voor RKC Waalwijk in de 1e helft in minuut 28","M. Bouchouari van Emmen kreeg in de 1e helft in minuut 5 een gele kaart, I. Bel Hassani van RKC Waalwijk kreeg in de 1e helft in minuut 26 een gele kaart, I. Bel Hassani van RKC Waalwijk kreeg in de 2e helft in minuut 50 een rode kaart, M. Kramer van RKC Waalwijk kreeg in de 2e helft in minuut 55 een gele kaart, V. Anita van RKC Waalwijk kreeg in de 2e helft in minuut 64 een gele kaart, S. Augustijns van RKC Waalwijk kreeg in de 2e helft in minuut 89 een gele kaart, Y. Oukili van RKC Waalwijk kreeg in de 2e helft in minuut 94 een gele kaart"
63,Op zaterdag 28 januari,Speelde PSV thuis tegen Go Ahead Eagles,in Philips Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",PSV wint thuis met 2-0 van Go Ahead Eagles,"J. Veerman scoorde voor PSV in de 1e helft in minuut 14, A. El Ghazi scoorde voor PSV in de 2e helft in minuut 64","A. El Ghazi van PSV kreeg in de 2e helft in minuut 55 een gele kaart, G. Nauber van Go Ahead Eagles kreeg in de 2e helft in minuut 62 een gele kaart, J. Idzes van Go Ahead Eagles kreeg in de 2e helft in minuut 69 een gele kaart, É. Gutiérrez van PSV kreeg in de 2e helft in minuut 79 een gele kaart"
64,Op donderdag 26 januari,Speelde Ajax thuis tegen FC Volendam,in Johan Cruijff Arena,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Ajax en FC Volendam hebben gelijk gespeeld met 1-1,"D. Mirani scoorde voor Volendam in de 2e helft in minuut 59, M. Kudus scoorde voor Ajax in de 2e helft in minuut 80",F. Stanković van Volendam kreeg in de 2e helft in minuut 70 een gele kaart
65,Op donderdag 26 januari,Speelde FC Groningen thuis tegen SC Cambuur Leeuwarden,in Euroborg,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",SC Cambuur Leeuwarden wint uit met 0-1 van FC Groningen,D. van Kaam scoorde voor Cambuur in de 2e helft in minuut 77,"A. Sher van Groningen kreeg in de 2e helft in minuut 89 een gele kaart, T. van Bergen van Groningen kreeg in de 2e helft in minuut 89 een gele kaart, R. Lundqvist van Groningen kreeg in de 2e helft in minuut 93 een gele kaart"
66,Op woensdag 25 januari,Speelde Feyenoord thuis tegen N.E.C.,in Stadion Feijenoord,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Feyenoord wint thuis met 2-0 van N.E.C.,"J. Dilrosun scoorde voor Feyenoord in de 1e helft in minuut 9, O. Kökçü scoorde voor Feyenoord in de 1e helft in minuut 48","M. Wieffer van Feyenoord kreeg in de 1e helft in minuut 32 een gele kaart, D. Proper van NEC kreeg in de 1e helft in minuut 40 een gele kaart, Iván Márquez van NEC kreeg in de 1e helft in minuut 47 een rode kaart, A. Baldursson van NEC kreeg in de 2e helft in minuut 91 een gele kaart"
67,Op woensdag 25 januari,Speelde FC Utrecht thuis tegen Excelsior,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Utrecht wint thuis met 1-0 van Excelsior,T. Douvikas scoorde voor Utrecht in de 1e helft in minuut 6,Beide partijen hebben geen kaarten gekregen van de scheidsrechter
68,Op woensdag 25 januari,Speelde Fortuna Sittard thuis tegen sc Heerenveen,in Fortuna Sittard Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Fortuna Sittard wint thuis met 2-0 van sc Heerenveen,"Úmaro Embaló scoorde voor Fortuna Sittard in de 2e helft in minuut 58, B. Yılmaz scoorde voor Fortuna Sittard in de 2e helft in minuut 98","A. Sarr van Heerenveen kreeg in de 2e helft in minuut 72 een gele kaart, G. Cox van Fortuna Sittard kreeg in de 2e helft in minuut 88 een gele kaart"
69,Op woensdag 25 januari,Speelde Go Ahead Eagles thuis tegen AZ,in De Adelaarshorst,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",AZ wint uit met 1-4 van Go Ahead Eagles,"V. Pavlidis scoorde voor AZ in de 1e helft in minuut 38, D. Mihailovic scoorde voor AZ in de 2e helft in minuut 57, Y. Sugawara scoorde voor AZ in de 2e helft in minuut 87, W. Willumsson scoorde voor Go Ahead Eagles in de 2e helft in minuut 92, Z. Buurmeester scoorde voor AZ in de 2e helft in minuut 95","O. Edvardsen van Go Ahead Eagles kreeg in de 2e helft in minuut 51 een gele kaart, P. Hatzidiakos van AZ kreeg in de 2e helft in minuut 70 een gele kaart"
70,Op woensdag 25 januari,Speelde Vitesse thuis tegen FC Twente,in GelreDome,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Vitesse en FC Twente hebben gelijk gespeeld met 2-2,"R. van Wolfswinkel scoorde voor Twente in de 1e helft in minuut 33, G. Vidović scoorde voor Vitesse in de 1e helft in minuut 44, M. Bero scoorde voor Vitesse in de 2e helft in minuut 52, V. Černý scoorde voor Twente in de 2e helft in minuut 59","D. Oroz van Vitesse kreeg in de 2e helft in minuut 96 een gele kaart, T. Domgjoni van Vitesse kreeg in de 2e helft in minuut 97 een gele kaart"
71,Op dinsdag 24 januari,Speelde Sparta Rotterdam thuis tegen RKC Waalwijk,in Sparta-Stadion Het Kasteel,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Sparta Rotterdam en RKC Waalwijk hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,Beide partijen hebben geen kaarten gekregen van de scheidsrechter
72,Op dinsdag 24 januari,Speelde FC Emmen thuis tegen PSV,in De Oude Meerdijk,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Emmen wint thuis met 1-0 van PSV,L. Bernadou scoorde voor Emmen in de 1e helft in minuut 24,"R. Živković van Emmen kreeg in de 1e helft in minuut 19 een gele kaart, J. Bakayoko van PSV kreeg in de 1e helft in minuut 29 een gele kaart, Mauro Júnior van PSV kreeg in de 1e helft in minuut 43 een rode kaart, M. Bouchouari van Emmen kreeg in de 2e helft in minuut 64 een gele kaart, I. Sangaré van PSV kreeg in de 2e helft in minuut 70 een gele kaart, J. Teze van PSV kreeg in de 2e helft in minuut 70 een gele kaart, P. Max van PSV kreeg in de 2e helft in minuut 81 een gele kaart, O. Romeny van Emmen kreeg in de 2e helft in minuut 95 een gele kaart"
